par,mus,timbre,fam,att,tech,reg,regn,val,ten,energy,pref,familiar
9,0,26,1,1,0,3,3,0.264476,0.331768,0.350548,0.707355,0.580595
9,0,27,1,1,0,4,4,0.744914,0.618153,0.841941,0.492958,0.419405
9,0,28,1,2,1,4,4,0.059468,0.280125,0.079812,0.43036,0.361502
9,0,29,1,3,0,3,3,0.507042,0.693271,0.655712,0.492958,0.392801
9,0,30,1,3,0,4,4,0.655712,0.541471,0.500782,0.755869,0.744914
9,0,31,1,3,0,5,5,0.758998,0.740219,1,0.644757,0.568075
9,0,32,1,2,0,3,3,0.112676,0.805947,0.43975,0.4241,0.591549
9,0,33,1,2,0,4,4,0.497653,0.652582,0.794992,0.646322,0.374022
9,0,34,1,2,0,5,5,0.730829,0.478873,0.70266,0.472613,0.505477
9,0,35,1,1,0,3,3,0.109546,0.979656,0.327074,0.503912,0.508607
9,0,36,1,1,0,4,4,0.622848,0.219092,0.505477,0.553991,0.674491
9,0,37,1,1,0,5,5,0.780908,0.530516,0.890454,0.791862,0.546166
9,0,38,1,2,1,3,3,0.150235,0.4241,0.150235,0.358372,0.255086
9,0,39,1,2,1,4,4,0.500782,0.807512,0.503912,0.231612,0.363067
9,0,40,1,3,0,4,4,0.774648,0.654147,0.841941,0.619718,0.877934
9,0,41,1,2,0,4,4,0.611894,0.635368,0.86385,0.593114,0.561815
9,0,42,1,1,0,4,4,0.629108,0.547731,0.766823,0.384977,0.525822
9,0,43,1,2,1,4,4,0.406886,0.499218,0.104851,0.492958,0.497653
9,0,44,1,3,0,5,5,0.956182,0.647887,0.909233,0.632238,0.802817
9,0,45,1,3,0,6,6,0.514867,0.979656,0.829421,0.309859,0.198748
9,0,46,1,2,0,5,5,0.787167,0.477308,0.918623,0.568075,0.380282
9,0,47,1,2,0,6,6,0.669797,0.935837,0.921753,0.492958,0.539906
9,0,48,1,1,0,5,5,0.737089,0.492958,0.949922,0.621283,0.416275
9,0,49,1,1,0,6,6,0.832551,0.976526,0.962441,0.625978,0.120501
9,0,50,1,2,1,5,5,0.530516,0.513302,0.935837,0.677621,0.384977
9,0,51,2,2,0,1,1,0.242567,0.938967,0.447574,0.394366,0.073552
9,0,52,2,2,0,2,2,0.494523,0.134585,0.150235,0.757433,0.522692
9,0,53,2,2,0,3,3,0.106416,0.366197,0.377152,0.483568,0.256651
9,0,54,2,2,0,4,4,0.507042,0.276995,0.503912,0.746479,0.530516
9,0,55,2,2,1,2,2,0.184664,0.499218,0.059468,0.370892,0.514867
9,0,56,2,2,1,3,3,0.025039,0.625978,0.605634,0.503912,0.619718
9,0,57,2,2,1,4,4,0.28482,0.979656,0.593114,0.020344,0.250391
9,0,58,2,2,0,2,2,0.087637,0.932707,0.920188,0.812207,0.516432
9,0,59,2,2,0,3,3,0.494523,0.126761,0.150235,0.801252,0.621283
9,0,60,2,2,0,4,4,0.651017,0,0.600939,0.765258,0.546166
9,0,61,2,2,0,5,5,0.898279,0.117371,0.525822,0.774648,0.884194
9,0,62,2,2,0,6,6,0.491393,0.890454,0.979656,0.13615,0.383412
9,0,63,2,2,1,3,3,0.29421,0.269171,0.062598,0.502347,0.251956
9,0,64,2,2,1,4,4,0.513302,0.122066,0.172144,0.796557,0.502347
9,0,65,2,2,1,5,5,0.488263,0.611894,0.502347,0.71518,0.799687
9,0,66,2,2,0,4,4,0.635368,0.874804,0.057903,0.256651,0.370892
9,0,67,2,2,0,5,5,0.671362,0.690141,0.981221,0.386541,0.713615
9,0,68,2,2,1,4,4,0.386541,0.363067,0.392801,0.355243,0.2723
9,0,69,2,2,1,5,5,0.682316,0.604069,0.751174,0.492958,0.175274
9,0,70,2,2,0,4,4,0.621283,0.242567,0.374022,0.743349,0.749609
9,0,71,2,2,0,5,5,0.571205,0.035994,0.496088,0.834116,0.452269
9,0,72,2,2,1,4,4,0.496088,0.201878,0.356808,0.591549,0.331768
9,0,73,2,2,1,5,5,0.752739,0.01252,0.621283,0.813772,0.621283
9,0,74,2,2,0,4,4,0.632238,0.087637,0.353678,0.748044,0.651017
9,0,75,2,2,1,4,4,0.525822,0.061033,0.230047,0.630673,0.794992
9,0,76,2,2,0,5,5,0.668232,0,0.384977,0.892019,0.873239
9,0,77,2,2,0,6,6,0.668232,0.946792,0.86385,0.514867,0.852895
9,0,78,2,2,1,5,5,0.652582,0.169014,0.830986,0.499218,0.300469
9,0,79,2,2,1,6,6,0.757433,0.755869,0.926448,0.627543,0.701095
9,0,80,2,2,0,7,6,0.463224,0.99374,1,0.126761,0.120501
9,0,81,3,1,0,1,1,0.092332,0.646322,0.367762,0.364632,0.256651
9,0,82,3,1,0,2,2,0.492958,0.192488,0.13302,0.967136,0.744914
9,0,83,3,1,0,3,3,0.503912,0.081377,0.14241,0.899844,0.621283
9,0,84,3,1,0,4,4,0.607199,0.381847,0.615023,0.873239,0.744914
9,0,85,3,1,0,5,5,0.779343,0.302034,0.84507,0.879499,0.668232
9,0,86,3,1,0,6,6,0.782473,0.787167,0.876369,0.497653,0.522692
9,0,87,3,1,0,7,6,0.546166,0.87011,0.837246,0.624413,0.621283
9,0,88,3,2,0,2,2,0.319249,0.300469,0.143975,0.906103,0.752739
9,0,89,3,1,1,2,2,0.087637,0.198748,0.120501,0.948357,0.629108
9,0,90,3,2,0,3,3,0.43975,0.876369,0.4241,0.84507,0.779343
9,0,91,3,2,0,4,4,0.435055,0.395931,0.455399,0.784038,0.837246
9,0,92,3,2,1,3,3,0.120501,0.499218,0.378717,0.893584,0.957747
9,0,93,3,2,1,4,4,0.256651,0.236307,0.499218,0.8482,0.85759
9,0,94,3,1,1,3,3,0.507042,0.242567,0.447574,0.87011,0.494523
9,0,95,3,1,1,4,4,0.693271,0.109546,0.460094,0.881064,0.704225
9,0,96,3,2,0,5,5,0.735524,0.804382,0.923318,0.766823,0.86072
9,0,97,3,2,1,5,5,0.738654,0.126761,0.751174,0.882629,1
9,0,98,3,1,1,5,5,0.743349,0.507042,0.917058,0.758998,0.644757
9,0,99,3,2,0,6,6,0.765258,0.571205,0.621283,0.56025,0.788732
9,0,100,3,2,0,7,6,0.068858,0.998435,1,0.126761,0.251956
9,0,101,3,2,1,6,6,0.514867,0.896714,0.951487,0.913928,0.748044
9,0,102,3,2,1,7,6,0.621283,0.998435,0.985915,0.125196,0.366197
9,0,103,3,1,1,6,6,0.752739,0.971831,0.973396,0.754304,0.716745
9,0,104,4,3,0,2,2,0.237872,0.600939,0.286385,0.693271,0.751174
9,0,105,4,3,0,3,3,0.089202,0.946792,0.4241,0.752739,0.508607
9,0,106,4,2,0,2,2,0.064163,1,0.264476,0.755869,0.644757
9,0,107,4,2,0,3,3,0.463224,0.392801,0.881064,0.386541,0.72144
9,0,108,4,1,0,2,2,0.131455,0.995305,0.507042,0.766823,0.489828
9,0,109,4,1,0,3,3,0.245696,1,0.502347,0.619718,0.527387
9,0,110,4,1,0,3,3,0.514867,0.111111,0.120501,0.7277,0.261346
9,0,111,4,1,0,4,4,0.597809,0.070423,0.375587,0.895149,0.888889
9,0,112,4,1,0,5,5,0.946792,0.375587,0.809077,0.87011,0.117371
9,0,113,4,2,0,3,3,0.627543,0.477308,0.496088,0.591549,0.259781
9,0,114,4,2,0,4,4,0.561815,0.406886,0.743349,0.630673,0.389671
9,0,115,4,2,0,5,5,0.604069,0.248826,0.86385,0.492958,0.076682
9,0,116,4,3,0,3,3,0.353678,0.502347,0.539906,0.472613,0.306729
9,0,117,4,3,0,4,4,0.682316,0.411581,0.751174,0.604069,0.405321
9,0,118,4,3,0,5,5,0.522692,0.611894,0.777778,0.107981,0.253521
9,0,119,4,5,0,3,3,0.059468,1,0.212833,0.798122,0.266041
9,0,120,4,5,0,4,4,0.500782,0.251956,0.604069,0.917058,0.131455
9,0,121,4,2,0,3,3,0.435055,0.483568,0.647887,0.300469,0.187793
9,0,122,4,2,0,4,4,0.729264,0.610329,0.657277,0.600939,0.389671
9,0,123,4,2,0,5,5,0.633803,0.070423,0.920188,0.539906,0.416275
9,0,124,4,2,0,6,6,0.615023,0.331768,0.951487,0.622848,0.787167
9,0,125,4,2,0,7,6,0.647887,0.926448,0.937402,0.215962,0.43975
9,0,127,4,3,0,6,6,0.72457,0.322379,0.788732,0.644757,0.70266
9,0,128,4,3,0,7,6,0.611894,0.974961,1,0.120501,0.508607
9,0,129,4,2,0,6,6,0.674491,0.813772,0.979656,0.314554,0.261346
9,0,130,4,2,0,7,6,0.929577,0.852895,0.967136,0.743349,0.796557
9,0,131,4,2,0,5,5,0.748044,0.075117,0.619718,0.758998,0.219092
9,0,132,4,2,0,6,6,0.758998,0.112676,0.766823,0.771518,0.377152
9,0,133,4,3,0,4,4,0.760563,0.541471,0.347418,0.873239,0.824726
9,0,134,4,3,0,5,5,0.902973,0.507042,0.884194,0.774648,0.621283
9,0,135,4,3,0,6,6,0.835681,0.449139,0.935837,0.749609,0.507042
9,0,136,4,3,0,6,6,0.539906,0.973396,0.964006,0.72457,0.538341
9,0,137,4,3,0,7,6,0.971831,0.984351,1,0.253521,0.394366
10,0,0,1,3,0,1,1,0.158059,0.934272,0.120501,0.395931,0.818466
10,0,1,1,3,0,2,2,0.749609,0,0.267606,0.733959,0.546166
10,0,2,1,2,0,1,1,0.746479,0,0.140845,0.615023,0.212833
10,0,3,1,2,0,2,2,0.904538,0.065728,0.225352,0.500782,0.499218
10,0,4,1,1,0,1,1,0.766823,0.020344,0.325509,0.713615,0.546166
10,0,5,1,1,0,2,2,0.749609,0.370892,0,0.876369,0.494523
10,0,6,1,2,1,1,1,0.696401,0,0.098592,0,0.363067
10,0,7,1,2,1,2,2,0.361502,0.097027,0.134585,0.273865,0.629108
10,0,8,1,3,0,3,3,0.165884,0.053208,0.065728,0.690141,0.251956
10,0,9,1,3,0,4,4,0.502347,0.186228,0.477308,0.510172,0.492958
10,0,10,1,2,0,3,3,0.485133,0.344288,0.14241,0.489828,0.367762
10,0,11,1,2,0,4,4,0.741784,0.496088,0.500782,0.611894,0.29108
10,0,12,1,1,0,3,3,0.384977,0.040689,0,0.70579,0.150235
10,0,13,1,1,0,4,4,0.71831,0.13615,0.114241,0.807512,0.125196
10,0,14,1,2,1,3,3,0.489828,0.913928,0.195618,0.395931,0.646322
10,0,15,1,2,1,4,4,0,1,0.497653,0.137715,0.068858
10,0,16,1,3,0,1,1,0.217527,1,0.097027,0,0.621283
10,0,17,1,3,0,2,2,0.370892,0.865415,0.497653,0.084507,0.043818
10,0,18,1,2,0,1,1,0.874804,0,0,0.741784,0.643192
10,0,19,1,2,0,2,2,0.480438,0.051643,0,0.143975,1
10,0,20,1,2,1,2,2,0,0.635368,0.269171,0,0.13302
10,0,21,1,3,0,3,3,0.485133,0.494523,0.507042,0.298905,1
10,0,22,1,2,0,3,3,0.500782,0.245696,0.259781,0.496088,0.713615
10,0,23,1,2,1,3,3,0.375587,0.507042,0.269171,0.164319,0.333333
10,0,24,1,3,0,4,4,0.813772,0.932707,0.910798,0.283255,1
10,0,25,1,2,0,4,4,0.680751,0.735524,0.458529,0.522692,0.780908
10,0,26,1,1,0,3,3,0.70266,0.034429,0.256651,0.334898,0.589984
10,0,27,1,1,0,4,4,0.629108,0.093897,0.729264,0.209703,0.935837
10,0,28,1,2,1,4,4,0.513302,0.627543,0.228482,0.065728,0.491393
10,0,29,1,3,0,3,3,0.507042,0.026604,0.818466,0.683881,0.361502
10,0,30,1,3,0,4,4,0.516432,0.938967,0.785603,0.486698,0.507042
10,0,31,1,3,0,5,5,0.765258,0.697966,1,1,0.256651
10,0,32,1,2,0,3,3,0.657277,0.206573,0.697966,0.226917,0.802817
10,0,33,1,2,0,4,4,0.651017,0.591549,0.70266,0.306729,0.505477
10,0,34,1,2,0,5,5,0.758998,0.485133,0.71205,0,0.205008
10,0,35,1,1,0,3,3,0.682316,0.400626,0.489828,0,0.491393
10,0,36,1,1,0,4,4,0.510172,0.245696,0.641628,0.137715,0.652582
10,0,37,1,1,0,5,5,0.636933,0.86698,0.881064,0,0.502347
10,0,38,1,2,1,3,3,0.733959,0,0.320814,0,0.665102
10,0,39,1,2,1,4,4,0.514867,1,0.514867,0,0.758998
10,0,40,1,3,0,4,4,0.615023,0.494523,0.496088,0.377152,0.751174
10,0,41,1,2,0,4,4,0.70892,0.369327,0.816901,0.519562,0.780908
10,0,42,1,1,0,4,4,0.791862,0.097027,0.510172,0.164319,0.641628
10,0,43,1,2,1,4,4,0,1,0.507042,0,0.14867
10,0,44,1,3,0,5,5,0.627543,0.633803,0.934272,0.021909,0.604069
10,0,45,1,3,0,6,6,0.120501,1,1,0.173709,0.125196
10,0,46,1,2,0,5,5,0.636933,0.815336,0.766823,0.164319,0.954617
10,0,47,1,2,0,6,6,0.380282,1,1,0.491393,0.644757
10,0,48,1,1,0,5,5,0.699531,0.103286,0.359937,0,0.784038
10,0,49,1,1,0,6,6,0.813772,0.932707,0.910798,0.513302,0.687011
10,0,50,1,2,1,5,5,0.57903,0.499218,0.635368,0.206573,0.71518
10,0,51,2,2,0,1,1,0.00313,0.99374,0,0.131455,0.370892
10,0,52,2,2,0,2,2,0.751174,0.125196,0.039124,0.70579,0.042254
10,0,53,2,2,0,3,3,0.507042,0.328638,0.644757,0.264476,0.028169
10,0,54,2,2,0,4,4,0.500782,0.618153,0,0.028169,0.239437
10,0,55,2,2,1,2,2,0,1,0.525822,0,1
10,0,56,2,2,1,3,3,0.359937,1,0.821596,0.309859,0
10,0,57,2,2,1,4,4,0,1,0.508607,0,0
10,0,58,2,2,0,2,2,0.607199,0.280125,0.1518,0.602504,0.017214
10,0,59,2,2,0,3,3,0.500782,0.491393,0.374022,0.513302,0.214397
10,0,60,2,2,0,4,4,0.749609,0,0.496088,0.821596,0.391236
10,0,61,2,2,0,5,5,0.508607,0.183099,0.499218,0.500782,0.766823
10,0,62,2,2,0,6,6,0.755869,0.973396,1,0.170579,1
10,0,63,2,2,1,3,3,0.743349,0,0.507042,0.503912,0.740219
10,0,64,2,2,1,4,4,0.643192,0.270736,0.361502,0.305164,0.140845
10,0,65,2,2,1,5,5,0.616588,0.179969,0.840376,0.4241,0.716745
10,0,66,2,2,0,4,4,0.492958,1,0.378717,0.370892,0.472613
10,0,67,2,2,0,5,5,0.660407,0.27856,0.820031,0.176839,0.450704
10,0,68,2,2,1,4,4,0.339593,0.823161,0.292645,0.179969,0.460094
10,0,69,2,2,1,5,5,0.625978,1,0.503912,0.507042,0.674491
10,0,70,2,2,0,4,4,0.510172,0.256651,0.530516,0,0.510172
10,0,71,2,2,0,5,5,0.2723,0.826291,0.835681,0.201878,0.507042
10,0,72,2,2,1,4,4,0.236307,0.729264,0.327074,0.098592,0.920188
10,0,73,2,2,1,5,5,0.256651,0.489828,0.522692,0.241002,0.633803
10,0,74,2,2,0,4,4,0.683881,0.057903,0.237872,0.738654,0.276995
10,0,75,2,2,1,4,4,0.27543,1,0,0,0.342723
10,0,76,2,2,0,5,5,0.660407,0.266041,0.934272,1,1
10,0,77,2,2,0,6,6,0.981221,0.14241,0.982786,0.72144,0.195618
10,0,78,2,2,1,5,5,0.406886,1,1,0.788732,0
10,0,79,2,2,1,6,6,0.70892,0.873239,0.998435,0.660407,0.469484
10,0,80,2,2,0,7,6,0.212833,1,1,0,0.546166
10,0,81,3,1,0,1,1,0,1,0.364632,0,0.306729
10,0,82,3,1,0,2,2,0.530516,0.050078,0.15493,0.967136,0.56025
10,0,83,3,1,0,3,3,1,0,0.494523,1,0.688576
10,0,84,3,1,0,4,4,0.926448,0.042253,0.406886,0.984351,0.514867
10,0,85,3,1,0,5,5,1,0,0.247261,1,1
10,0,86,3,1,0,6,6,0.769953,0.505477,0.973396,0.995305,0.979656
10,0,87,3,1,0,7,6,0.873239,0.877934,0.743349,1,1
10,0,88,3,2,0,2,2,0.4241,0,0,1,0.126761
10,0,89,3,1,1,2,2,0.758998,0,0,1,0.530516
10,0,90,3,2,0,3,3,0.364632,0.643192,0.730829,0.995305,0.98748
10,0,91,3,2,0,4,4,0.633803,0.751174,0.500782,0.841941,1
10,0,92,3,2,1,3,3,0.406886,0.610329,0.622848,1,0.391236
10,0,93,3,2,1,4,4,0.672926,0.635368,0.826291,0.948357,0.608764
10,0,94,3,1,1,3,3,0.527387,0.078247,0.539906,0.821596,0.677621
10,0,95,3,1,1,4,4,0.926448,0,0.849765,0.99687,1
10,0,96,3,2,0,5,5,0.887324,0.959311,1,1,1
10,0,97,3,2,1,5,5,0.754304,0.746479,0.752739,0.882629,0.546166
10,0,98,3,1,1,5,5,0.86072,0.176839,0.317684,1,1
10,0,99,3,2,0,6,6,0.500782,0.793427,0.694836,0.744914,0.071987
10,0,100,3,2,0,7,6,0.331768,1,1,0,0.530516
10,0,101,3,2,1,6,6,0.829421,1,1,1,0.388106
10,0,102,3,2,1,7,6,0.873239,0.953052,0.874804,0.561815,0.192488
10,0,103,3,1,1,6,6,0.682316,0.985915,0.726135,0.627543,0.286385
10,0,104,4,3,0,2,2,0.2723,1,0.685446,0.741784,1
10,0,105,4,3,0,3,3,0.348983,0.909233,0.934272,0.505477,0.682316
10,0,106,4,2,0,2,2,0.004695,0.389671,0.241002,0.735524,0.624413
10,0,107,4,2,0,3,3,0.338028,0.882629,0.85446,0.399061,1
10,0,108,4,1,0,2,2,0.737089,0.500782,0.248826,0.478873,1
10,0,109,4,1,0,3,3,0.2723,0.929577,0.835681,0.524257,0.699531
10,0,110,4,1,0,3,3,0.524257,0.004695,0,0.499218,0.302034
10,0,111,4,1,0,4,4,0.500782,0.813772,0.716745,0.330203,0
10,0,112,4,1,0,5,5,0.497653,0.953052,0.810642,0.391236,0.00626
10,0,113,4,2,0,3,3,0.58216,0.716745,0.751174,0.00626,0.954617
10,0,114,4,2,0,4,4,0.514867,0.835681,0,0.372457,0.147105
10,0,115,4,2,0,5,5,0.225352,1,0.619718,0.004695,0
10,0,116,4,3,0,3,3,0.388106,0.713615,0.217527,0.494523,0.314554
10,0,117,4,3,0,4,4,0.757433,0.881064,1,0.765258,0.348983
10,0,118,4,3,0,5,5,0.109546,1,0.793427,0,0.322379
10,0,119,4,5,0,3,3,0.122066,1,0.496088,0,0.251956
10,0,120,4,5,0,4,4,0.475743,1,0.259781,1,0
10,0,121,4,2,0,3,3,0.744914,0.744914,0.344288,0.438185,0.477308
10,0,122,4,2,0,4,4,0.85446,0.021909,0.555556,0.701095,0.051643
10,0,123,4,2,0,5,5,0.87011,0.173709,0.752739,0.71205,0.112676
10,0,124,4,2,0,6,6,0.907668,0.496088,0.707355,0.974961,0.338028
10,0,125,4,2,0,7,6,0.350548,0.956182,0.98748,0.048513,0.571205
10,0,127,4,3,0,6,6,0.862285,0.107981,0.827856,0.250391,0.538341
10,0,128,4,3,0,7,6,0.868545,0.621283,1,0.256651,0.638498
10,0,129,4,2,0,6,6,1,0.979656,0.964006,0.355243,0.241002
10,0,130,4,2,0,7,6,0.841941,0.902973,0.928012,0.328638,0.613459
10,0,131,4,2,0,5,5,0.730829,0.014085,0.389671,0.915493,0.056338
10,0,132,4,2,0,6,6,0.70266,0.018779,0.643192,0.98748,0.131455
10,0,133,4,3,0,4,4,0.960876,0.035994,0.388106,0.70266,0.784038
10,0,134,4,3,0,5,5,0.596244,0.374022,1,0.500782,0.901408
10,0,135,4,3,0,6,6,0.719875,0.29108,0.713615,0.635368,0
10,0,136,4,3,0,6,6,0.962441,0.050078,0.964006,0.109546,0.347418
10,0,137,4,3,0,7,6,0.824726,0.879499,1,0.120501,0.350548
11,0,0,1,3,0,1,1,0.097027,0.499218,0.057903,0.056338,0.026604
11,0,1,1,3,0,2,2,0.126761,0.816901,0.364632,0.550861,0.27856
11,0,2,1,2,0,1,1,0.181534,0.29421,0.062598,0.071987,0.067293
11,0,3,1,2,0,2,2,0.097027,0.406886,0.109546,0.071987,0.029734
11,0,4,1,1,0,1,1,0,0.917058,0,0,0
11,0,5,1,1,0,2,2,0.040689,0.176839,0.089202,0.065728,0.035994
11,0,6,1,2,1,1,1,0.018779,0.965571,0.034429,0.029734,0.042254
11,0,7,1,2,1,2,2,0.159624,0.28169,0.079812,0.062598,0.079812
11,0,8,1,3,0,3,3,0.522692,0.039124,0.208138,0.314554,0.165884
11,0,9,1,3,0,4,4,0.57277,0.311424,0.460094,0.328638,0.162754
11,0,10,1,2,0,3,3,0.474178,0.7277,0.446009,0.225352,0.112676
11,0,11,1,2,0,4,4,0.613459,0.051643,0.153365,0.316119,0.258216
11,0,12,1,1,0,3,3,0.522692,0.467919,0.497653,0.43662,0.190923
11,0,13,1,1,0,4,4,1,0,0.813772,0.671362,0.618153
11,0,14,1,2,1,3,3,0.186228,0.657277,0.117371,0.098592,0.067293
11,0,15,1,2,1,4,4,0.050078,0.660407,0.596244,0.086072,0.599374
11,0,16,1,3,0,1,1,0.053208,0.960876,0.029734,0.062598,0.050078
11,0,17,1,3,0,2,2,0.372457,0.859155,0.140845,0.068858,0.073552
11,0,18,1,2,0,1,1,0.081377,0.982786,0,0,0
11,0,19,1,2,0,2,2,0.089202,0.86698,0.034429,0,0.034429
11,0,20,1,2,1,2,2,0.089202,0.918623,0.746479,0.068858,0.035994
11,0,21,1,3,0,3,3,0.15493,0.471049,0.27856,0.125196,0.14867
11,0,22,1,2,0,3,3,0.158059,0.663537,0.237872,0.118936,0.067293
11,0,23,1,2,1,3,3,0.236307,0.737089,0.183099,0.046948,0.053208
11,0,24,1,3,0,4,4,0.827856,0.688576,0.830986,0.095462,0.29734
11,0,25,1,2,0,4,4,0.056338,0.85133,0.514867,0.034429,0.378717
11,0,26,1,1,0,3,3,0.929577,0.358372,0.713615,0.092332,0.123631
11,0,27,1,1,0,4,4,0.042254,1,0.780908,0,0.078247
11,0,28,1,2,1,4,4,0.696401,0.341158,0.669797,0.557121,0.342723
11,0,29,1,3,0,3,3,0.56651,0.707355,0.309859,0.098592,0.114241
11,0,30,1,3,0,4,4,0.485133,0.743349,0.752739,0.137715,0.064163
11,0,31,1,3,0,5,5,0.816901,0.593114,0.98748,0.162754,0.383412
11,0,32,1,2,0,3,3,0.103286,0.773083,0.86698,0.054773,0.031299
11,0,33,1,2,0,4,4,0.693271,0.58529,0.458529,0.200313,0.1518
11,0,34,1,2,0,5,5,0.948357,0.532081,0.743349,0.370892,0.625978
11,0,35,1,1,0,3,3,0.070423,0.956182,0.810642,0.140845,0.078247
11,0,36,1,1,0,4,4,0.788732,0.550861,0.954617,0.322379,0.517997
11,0,37,1,1,0,5,5,0.765258,0.749609,0.968701,0.286385,0.078247
11,0,38,1,2,1,3,3,0.211268,0.726135,0.541471,0.064163,0.035994
11,0,39,1,2,1,4,4,0.507042,0.511737,0.749609,0.067293,0.056338
11,0,40,1,3,0,4,4,0.70266,0.674491,0.879499,0.302034,0.150235
11,0,41,1,2,0,4,4,0.791862,0.726135,0.978091,0.208138,0.380282
11,0,42,1,1,0,4,4,0.425665,0.758998,0.704225,0.103286,0.071987
11,0,43,1,2,1,4,4,0.140845,0.813772,0.962441,0.131455,0.045383
11,0,44,1,3,0,5,5,0.971831,0.763693,0.974961,0.226917,0.300469
11,0,45,1,3,0,6,6,0.510172,0.934272,0.964006,0.14241,0.046948
11,0,46,1,2,0,5,5,0.932707,0.696401,0.895149,0.322379,0.194053
11,0,47,1,2,0,6,6,0.832551,0.661972,0.992175,0.172144,0.242567
11,0,48,1,1,0,5,5,0.856025,0.862285,0.871674,0.600939,0.223787
11,0,49,1,1,0,6,6,0.924883,0.85133,1,0.341158,0.521127
11,0,50,1,2,1,5,5,0.773083,0.701095,0.915493,0.137715,0.064163
11,0,51,2,2,0,1,1,0.067293,0.402191,0.118936,0.056338,0.040689
11,0,52,2,2,0,2,2,0.065728,0.41784,0.048513,0.068858,0.064163
11,0,53,2,2,0,3,3,0.264476,0.5759,0.215962,0.165884,0.059468
11,0,54,2,2,0,4,4,0.528951,0.486698,0.316119,0.599374,0.519562
11,0,55,2,2,1,2,2,0.283255,0.824726,0.234742,0.14867,0.084507
11,0,56,2,2,1,3,3,0.4241,0.366197,0.665102,0.122066,0.079812
11,0,57,2,2,1,4,4,0.856025,0.460094,0.920188,0.661972,0.391236
11,0,58,2,2,0,2,2,0.13615,0.898279,0.172144,0.165884,0.918623
11,0,59,2,2,0,3,3,0.56964,0.244131,0.555556,0.56651,0.519562
11,0,60,2,2,0,4,4,0.685446,0.023474,0.674491,0.666667,0.447574
11,0,61,2,2,0,5,5,0.868545,0.319249,0.794992,0.197183,0.170579
11,0,62,2,2,0,6,6,0.738654,0.760563,0.830986,0.173709,0.051643
11,0,63,2,2,1,3,3,0.342723,0.205008,0.056338,0.150235,0.067293
11,0,64,2,2,1,4,4,0.544601,0.591549,0.488263,0.189358,0.190923
11,0,65,2,2,1,5,5,0.175274,0.600939,0.794992,0.251956,0.109546
11,0,66,2,2,0,4,4,0.164319,0.791862,0.2723,0.27856,0.327074
11,0,67,2,2,0,5,5,0.613459,0.868545,0.896714,0.140845,0.674491
11,0,68,2,2,1,4,4,0,1,0.758998,0,0.707355
11,0,69,2,2,1,5,5,0.809077,0.641628,0.901408,0.165884,0.107981
11,0,70,2,2,0,4,4,0.896714,0.217527,0.538341,0.316119,0.521127
11,0,71,2,2,0,5,5,0.70579,0.906103,0.810642,0.230047,0.651017
11,0,72,2,2,1,4,4,0.683881,0.492958,0.471049,0.071987,0.087637
11,0,73,2,2,1,5,5,0.733959,0.723005,0.57903,0.431925,0.253521
11,0,74,2,2,0,4,4,0.823161,0.169014,0.594679,0.280125,0.276995
11,0,75,2,2,1,4,4,0.384977,0.676056,0.519562,0.317684,0.543036
11,0,76,2,2,0,5,5,0.86072,0.159624,0.671362,0.56338,0.176839
11,0,77,2,2,0,6,6,0.677621,0.615023,0.771518,0.478873,0.270736
11,0,78,2,2,1,5,5,0.704225,0.320814,0.71205,0.250391,0.165884
11,0,79,2,2,1,6,6,0.8482,0.162754,0.663537,0.743349,0.644757
11,0,80,2,2,0,7,6,0.929577,0.943662,0.981221,0.101721,0.062598
11,0,81,3,1,0,1,1,0.071987,0.926448,0.068858,0.053208,0.079812
11,0,82,3,1,0,2,2,0.406886,0.280125,0.164319,0.078247,0.460094
11,0,83,3,1,0,3,3,0.707355,0.026604,0.209703,0.394366,0.203443
11,0,84,3,1,0,4,4,0.881064,0.01252,0.751174,0.719875,0.571205
11,0,85,3,1,0,5,5,0.852895,0.410016,0.862285,0.672926,0.211268
11,0,86,3,1,0,6,6,0.482003,0.72144,0.766823,0.502347,0.713615
11,0,87,3,1,0,7,6,0.28795,0.413146,0.491393,0.14867,0.156495
11,0,88,3,2,0,2,2,0.697966,0.090767,0.153365,0.117371,0.087637
11,0,89,3,1,1,2,2,0.361502,0.471049,0.622848,0.342723,0.629108
11,0,90,3,2,0,3,3,0.464789,0.716745,0.314554,0.262911,0.165884
11,0,91,3,2,0,4,4,0.527387,0.799687,0.58529,0.270736,0.137715
11,0,92,3,2,1,3,3,0.627543,0.488263,0.345853,0.314554,0.209703
11,0,93,3,2,1,4,4,0.505477,0.776213,0.406886,0.472613,0.319249
11,0,94,3,1,1,3,3,0.625978,0.43349,0.399061,0.71831,0.740219
11,0,95,3,1,1,4,4,0.687011,0.334898,0.402191,0.270736,0.241002
11,0,96,3,2,0,5,5,0.733959,0.71518,0.876369,0.309859,0.209703
11,0,97,3,2,1,5,5,0.87011,0.031299,0.546166,0.539906,0.29421
11,0,98,3,1,1,5,5,0.71518,0.226917,0.597809,0.483568,0.355243
11,0,99,3,2,0,6,6,0.898279,0.259781,0.71831,0.636933,0.449139
11,0,100,3,2,0,7,6,0.103286,0.965571,0.971831,0.031299,0.050078
11,0,101,3,2,1,6,6,0.763693,0.466354,0.86698,0.231612,0.14554
11,0,102,3,2,1,7,6,0.397496,1,0.99374,0.067293,0.087637
