par,mus,timbre,fam,att,tech,reg,regn,val,ten,energy,pref,familiar
18,1,69,2,2,1,5,5,0.602504,0.71205,0.577465,0.391236,0.72144
18,1,70,2,2,0,4,4,0.466354,0.586854,0.399061,0.405321,0.751174
18,1,71,2,2,0,5,5,0.810642,0.325509,0.611894,0.507042,0.807512
18,1,72,2,2,1,4,4,0.264476,0.713615,0.804382,0.514867,0.788732
18,1,73,2,2,1,5,5,0.486698,0.507042,0.978091,0.492958,0.513302
18,1,74,2,2,0,4,4,0.507042,0.140845,0.413146,0.359937,0.730829
18,1,75,2,2,1,4,4,0.86385,0.859155,0.881064,0.859155,0.888889
18,1,76,2,2,0,5,5,0.621283,0.605634,0.843506,0.499218,0.492958
18,1,77,2,2,0,6,6,0.780908,0.696401,0.676056,0.394366,0.740219
18,1,78,2,2,1,5,5,0.888889,0.838811,0.938967,0.625978,0.699531
18,1,79,2,2,1,6,6,0.796557,0.85759,0.865415,0.586854,0.807512
18,1,80,2,2,0,7,6,0.918623,0.946792,0.904538,0.269171,0.507042
18,1,81,3,1,0,1,1,0.1518,0.618153,0.261346,0.480438,0.779343
18,1,82,3,1,0,2,2,0.264476,0.12989,0.242567,0.597809,0.735524
18,1,83,3,1,0,3,3,0.856025,0,0.251956,0.757433,0.874804
18,1,84,3,1,0,4,4,0.505477,0.486698,0.399061,0.517997,0.621283
18,1,85,3,1,0,5,5,0.918623,0.103286,0.841941,0.760563,0.744914
18,1,86,3,1,0,6,6,0.821596,0.665102,0.907668,0.636933,0.802817
18,1,87,3,1,0,7,6,0.507042,0.874804,0.735524,0.384977,0.743349
18,1,88,3,2,0,2,2,0.241002,0.264476,0.27543,0.758998,0.768388
18,1,89,3,1,1,2,2,0.636933,0.123631,0.485133,0.984351,1
18,1,90,3,2,0,3,3,0.629108,0.616588,0.776213,0.660407,0.774648
18,1,91,3,2,0,4,4,0.856025,0.489828,0.794992,0.674491,0.735524
18,1,92,3,2,1,3,3,0.514867,0.312989,0.668232,0.558685,0.816901
18,1,93,3,2,1,4,4,0.865415,0.871674,0.748044,0.743349,0.754304
18,1,94,3,1,1,3,3,0.87011,0.624413,0.760563,0.873239,0.871674
18,1,95,3,1,1,4,4,0.812207,0.034429,0.716745,0.763693,0.812207
18,1,96,3,2,0,5,5,0.801252,0.85759,0.85446,0.625978,0.752739
18,1,97,3,2,1,5,5,0.910798,0.114241,0.86072,0.735524,0.85446
18,1,98,3,1,1,5,5,0.868545,0.636933,0.849765,0.646322,0.87011
18,1,99,3,2,0,6,6,0.255086,1,1,0.388106,0.638498
18,1,100,3,2,0,7,6,0.226917,0.978091,0.746479,0.370892,0.671362
18,1,101,3,2,1,6,6,0.86072,0.917058,0.865415,0.636933,0.773083
18,1,102,3,2,1,7,6,0.741784,1,0.613459,0.256651,0.532081
18,1,103,3,1,1,6,6,0.755869,0.740219,0.895149,0.635368,0.638498
18,1,104,4,3,0,2,2,0.14554,0.377152,0.2723,0.262911,0.774648
18,1,105,4,3,0,3,3,0.250391,1,0.261346,0.621283,1
18,1,106,4,2,0,2,2,0.500782,0.744914,0.785603,0.746479,0.771518
18,1,107,4,2,0,3,3,0.489828,0.618153,0.723005,0.882629,1
18,1,108,4,1,0,2,2,0.13615,0.852895,0.773083,0.749609,0.760563
18,1,109,4,1,0,3,3,0.461659,0.701095,0.535211,0.496088,0.788732
18,1,110,4,1,0,3,3,0.780908,0.109546,0.372457,0.799687,0.791862
18,1,111,4,1,0,4,4,0.492958,0.256651,0.735524,0.615023,0.395931
18,1,112,4,1,0,5,5,0.7277,0.4241,0.780908,0.58216,0.788732
18,1,113,4,2,0,3,3,0.378717,0.261346,0.380282,0.381847,0.801252
18,1,114,4,2,0,4,4,0.751174,0.264476,0.380282,0.632238,0.729264
18,1,115,4,2,0,5,5,0.85759,0.846635,0.510172,0.627543,0.516432
18,1,116,4,3,0,3,3,0.754304,0.134585,0.86698,0.629108,0.632238
18,1,117,4,3,0,4,4,0.649452,0.697966,0.912363,0.508607,0.804382
18,1,118,4,3,0,5,5,0.525822,0.610329,0.760563,0.2723,0.738654
18,1,119,4,5,0,3,3,0.738654,0.638498,0.849765,0.496088,0.827856
18,1,120,4,5,0,4,4,0.607199,0,0.607199,0.517997,0.7277
18,1,121,4,2,0,3,3,0.694836,0.134585,0.492958,0.766823,0.660407
18,1,122,4,2,0,4,4,0.757433,0.353678,0.646322,0.86072,0.757433
18,1,123,4,2,0,5,5,0.887324,0.384977,0.868545,0.760563,0.752739
18,1,124,4,2,0,6,6,0.733959,0.827856,0.868545,0.511737,0.796557
18,1,125,4,2,0,7,6,0.943662,0.871674,0.85759,0.568075,0.810642
18,1,127,4,3,0,6,6,0.751174,0.258216,0.965571,0.591549,0.821596
18,1,128,4,3,0,7,6,0.876369,0.733959,1,0.674491,0.818466
18,1,129,4,2,0,6,6,0.741784,0.629108,0.735524,0.616588,0.600939
18,1,130,4,2,0,7,6,0.713615,0.502347,0.85446,0.737089,0.629108
18,1,131,4,2,0,5,5,0.85759,0.13302,0.758998,0.72457,0.649452
18,1,132,4,2,0,6,6,0.824726,0.394366,0.874804,0.780908,0.657277
18,1,133,4,3,0,4,4,0.902973,0.247261,0.244131,0.743349,0.743349
18,1,134,4,3,0,5,5,0.815336,0.317684,0.938967,0.735524,0.849765
18,1,135,4,3,0,6,6,0.804382,0.167449,0.978091,0.43036,0.758998
18,1,136,4,3,0,6,6,0.760563,0.621283,0.640063,0.400626,0.740219
18,1,137,4,3,0,7,6,0.888889,0.175274,1,0.713615,0.796557
19,0,0,1,3,0,1,1,0.035994,0.951487,0,0,1
19,0,1,1,3,0,2,2,0.253521,0.128326,0.126761,0.624413,1
19,0,2,1,2,0,1,1,0,0.13302,0,0,1
19,0,3,1,2,0,2,2,0.120501,0.884194,0.244131,0.627543,0.992175
19,0,4,1,1,0,1,1,0,0.885759,0,0,0.647887
19,0,5,1,1,0,2,2,0.27543,0.732394,0.2723,0.233177,1
19,0,6,1,2,1,1,1,0,1,0,0,1
19,0,7,1,2,1,2,2,0,1,0,0,1
19,0,8,1,3,0,3,3,0.267606,0.131455,0.226917,0.212833,1
19,0,9,1,3,0,4,4,0.949922,0.629108,0.881064,0.733959,1
19,0,10,1,2,0,3,3,0.760563,0.638498,0.638498,0.374022,1
19,0,11,1,2,0,4,4,0.733959,0.115806,0.615023,0.758998,1
19,0,12,1,1,0,3,3,0.41471,0.126761,0.392801,0.615023,1
19,0,13,1,1,0,4,4,0.744914,0.112676,0.859155,0.369327,1
19,0,14,1,2,1,3,3,0.262911,0.719875,0.020344,0.236307,0.787167
19,0,15,1,2,1,4,4,0.370892,0.881064,0.752739,1,0.763693
19,0,16,1,3,0,1,1,0,0.859155,0,0,0.12989
19,0,17,1,3,0,2,2,0.13302,0.118936,0,0,1
19,0,18,1,2,0,1,1,0,0.114241,0,0,1
19,0,19,1,2,0,2,2,0.004695,0.256651,0,0,1
19,0,20,1,2,1,2,2,0,1,0,0,1
19,0,21,1,3,0,3,3,0.12989,0.131455,0.122066,0.256651,1
19,0,22,1,2,0,3,3,0.633803,0.625978,0.622848,0.118936,1
19,0,23,1,2,1,3,3,0.234742,0.090767,0.134585,0.114241,1
19,0,24,1,3,0,4,4,1,0.744914,1,0.386541,1
19,0,25,1,2,0,4,4,0.888889,0.261346,1,0.882629,1
19,0,26,1,1,0,3,3,0.276995,0.259781,0.237872,0.266041,1
19,0,27,1,1,0,4,4,1,0.86698,1,0.859155,1
19,0,28,1,2,1,4,4,0.496088,0.636933,0.106416,0.115806,1
19,0,29,1,3,0,3,3,0.874804,0.989045,0.771518,0.780908,1
19,0,30,1,3,0,4,4,0.758998,0.841941,0.978091,0.771518,1
19,0,31,1,3,0,5,5,1,0.871674,1,0.611894,1
19,0,32,1,2,0,3,3,0.211268,0.763693,0.266041,0,1
19,0,33,1,2,0,4,4,0.497653,0.641628,0.12989,0.630673,1
19,0,34,1,2,0,5,5,0.862285,0.766823,1,0.622848,1
19,0,35,1,1,0,3,3,0.128326,0.87011,0.134585,0,1
19,0,36,1,1,0,4,4,0.791862,0.874804,0.757433,0.364632,1
19,0,37,1,1,0,5,5,0.898279,0.616588,0.948357,0.884194,0.751174
19,0,38,1,2,1,3,3,0.780908,0.758998,0.885759,0.251956,1
19,0,39,1,2,1,4,4,0,1,0.885759,0,0.215962
19,0,40,1,3,0,4,4,0.888889,0.757433,1,0.877934,1
19,0,41,1,2,0,4,4,0.871674,0.752739,1,0.729264,1
19,0,42,1,1,0,4,4,0.868545,0.635368,1,0.251956,1
19,0,43,1,2,1,4,4,0.126761,1,0.874804,0,0.247261
19,0,44,1,3,0,5,5,1,0.730829,1,1,1
19,0,45,1,3,0,6,6,0.381847,1,1,0.261346,1
19,0,46,1,2,0,5,5,1,0.752739,1,1,1
19,0,47,1,2,0,6,6,0.85759,1,1,0.370892,1
19,0,48,1,1,0,5,5,0.840376,0.887324,1,0.381847,1
19,0,49,1,1,0,6,6,0.245696,0.887324,0.841941,0.259781,0.741784
19,0,50,1,2,1,5,5,1,1,1,0.752739,1
19,0,51,2,2,0,1,1,0,1,0.134585,0.123631,0.874804
19,0,52,2,2,0,2,2,0.093897,1,0,0.877934,1
19,0,53,2,2,0,3,3,0.625978,0.264476,0.228482,0.261346,1
19,0,54,2,2,0,4,4,0.624413,0.245696,0.762128,0.640063,1
19,0,55,2,2,1,2,2,0,0.874804,0.887324,0,0.117371
19,0,56,2,2,1,3,3,0.12989,0.646322,0.286385,0.242567,0.248826
19,0,57,2,2,1,4,4,0.242567,0.881064,0.111111,0.245696,0
19,0,58,2,2,0,2,2,0.117371,0.956182,0.868545,0.131455,0.383412
19,0,59,2,2,0,3,3,0.618153,0.884194,0.765258,0.378717,1
19,0,60,2,2,0,4,4,0.85133,0.125196,0.134585,0.856025,1
19,0,61,2,2,0,5,5,0.735524,0.394366,1,0.618153,1
19,0,62,2,2,0,6,6,0.517997,0.494523,1,0.237872,1
19,0,63,2,2,1,3,3,0.156495,0.871674,0.15493,0.12989,1
19,0,64,2,2,1,4,4,0.741784,0.755869,0.8482,0.636933,0.751174
19,0,65,2,2,1,5,5,0.755869,0.885759,1,0.378717,0.241002
19,0,66,2,2,0,4,4,0.737089,1,1,0.364632,1
19,0,67,2,2,0,5,5,1,0.740219,1,0.763693,0.751174
19,0,68,2,2,1,4,4,0.251956,0.876369,0.757433,0.262911,0.746479
19,0,69,2,2,1,5,5,0.363067,1,0.868545,0.14554,1
19,0,70,2,2,0,4,4,0.881064,0.122066,0.743349,0.629108,0.902973
19,0,71,2,2,0,5,5,0.84507,1,1,0.361502,1
19,0,72,2,2,1,4,4,0.500782,0.651017,0.621283,0.607199,1
19,0,73,2,2,1,5,5,1,1,1,0.638498,1
19,0,74,2,2,0,4,4,0.755869,0.378717,0.261346,1,0.99687
19,0,75,2,2,1,4,4,0.616588,0.865415,0.754304,0.388106,0.230047
19,0,76,2,2,0,5,5,0.777778,0.245696,0.752739,0.741784,1
19,0,77,2,2,0,6,6,0.394366,1,1,0.12989,1
19,0,78,2,2,1,5,5,0.248826,1,1,0.120501,0.378717
19,0,79,2,2,1,6,6,0.502347,1,1,0.251956,0.241002
19,0,80,2,2,0,7,6,0,1,1,0,1
19,0,81,3,1,0,1,1,0.244131,0.884194,0.852895,0.115806,0.372457
19,0,82,3,1,0,2,2,0.12989,0.104851,0.134585,0.740219,1
19,0,83,3,1,0,3,3,0.392801,0,0.228482,1,1
19,0,84,3,1,0,4,4,0.879499,0.256651,0.627543,1,1
19,0,85,3,1,0,5,5,1,0.740219,1,1,1
19,0,86,3,1,0,6,6,0.758998,0.738654,1,0.746479,1
19,0,87,3,1,0,7,6,0.636933,0.749609,0.625978,0.629108,1
19,0,88,3,2,0,2,2,0.131455,0.85759,0.114241,0.765258,0.99687
19,0,89,3,1,1,2,2,0.86385,0,0,1,1
19,0,90,3,2,0,3,3,1,0.618153,1,1,1
19,0,91,3,2,0,4,4,0.910798,0.632238,0.71205,1,1
19,0,92,3,2,1,3,3,1,0,1,1,1
19,0,93,3,2,1,4,4,0.896714,0.735524,0.261346,1,1
19,0,94,3,1,1,3,3,1,0.616588,0.367762,1,1
19,0,95,3,1,1,4,4,0.887324,0.359937,0.627543,1,1
19,0,96,3,2,0,5,5,1,0.372457,1,1,1
19,0,97,3,2,1,5,5,0.256651,0.2723,0.256651,1,1
19,0,98,3,1,1,5,5,1,0.431925,1,1,1
19,0,99,3,2,0,6,6,0.646322,0.87011,0.873239,0.381847,1
19,0,100,3,2,0,7,6,0,1,1,0,1
19,0,101,3,2,1,6,6,0.763693,1,1,0.751174,1
19,0,102,3,2,1,7,6,0,1,1,0,1
19,0,103,3,1,1,6,6,0.865415,0.386541,1,0.871674,1
19,0,104,4,3,0,2,2,0.00313,1,0.636933,0,1
19,0,105,4,3,0,3,3,0.399061,0.87011,0.738654,0.738654,1
19,0,106,4,2,0,2,2,0,1,0.738654,0.236307,1
19,0,107,4,2,0,3,3,0,0.643192,0.862285,0.220657,1
19,0,108,4,1,0,2,2,0,1,0.627543,0,1
19,0,109,4,1,0,3,3,0.262911,1,0.762128,0.56025,1
19,0,110,4,1,0,3,3,0.134585,1,0,0.363067,0.384977
19,0,111,4,1,0,4,4,0.134585,0.884194,0.241002,0.230047,0.228482
19,0,112,4,1,0,5,5,0.492958,0.483568,0.486698,0.251956,0.629108
19,0,113,4,2,0,3,3,0.262911,0.264476,0.245696,0.27543,1
19,0,114,4,2,0,4,4,0.744914,0.118936,0.615023,0.884194,1
19,0,115,4,2,0,5,5,0.503912,0,0.244131,0.624413,1
19,0,116,4,3,0,3,3,0.492958,0.494523,0.496088,0.262911,1
19,0,117,4,3,0,4,4,0.372457,0.126761,0.123631,0.638498,1
19,0,118,4,3,0,5,5,0.505477,0.500782,0.381847,0.758998,1
19,0,119,4,5,0,3,3,0.13615,0.496088,0.104851,0.374022,0.363067
19,0,120,4,5,0,4,4,0.122066,0.87011,0.741784,0.251956,1
19,0,121,4,2,0,3,3,0.649452,0.949922,1,0.380282,0.245696
19,0,122,4,2,0,4,4,0.737089,0.511737,0.774648,0.503912,0.873239
19,0,123,4,2,0,5,5,1,0.98748,1,0.366197,1
19,0,124,4,2,0,6,6,0.378717,1,1,0.237872,1
19,0,125,4,2,0,7,6,0.497653,1,1,0,1
19,0,127,4,3,0,6,6,0.514867,0.862285,1,0.508607,1
19,0,128,4,3,0,7,6,0.885759,1,1,0.99687,1
19,0,129,4,2,0,6,6,0.500782,0.887324,1,0.084507,1
19,0,130,4,2,0,7,6,0.492958,0.98748,1,0.236307,1
19,0,131,4,2,0,5,5,0.743349,0,0.256651,1,1
19,0,132,4,2,0,6,6,1,0,1,1,1
19,0,133,4,3,0,4,4,1,0.383412,1,1,1
19,0,134,4,3,0,5,5,1,0.355243,1,1,1
19,0,135,4,3,0,6,6,0.503912,1,1,0.248826,1
19,0,136,4,3,0,6,6,0.513302,0.873239,1,0.248826,1
19,0,137,4,3,0,7,6,0.995305,0.738654,0.995305,0.99687,1
20,1,0,1,3,0,1,1,0.109546,0.5759,0.162754,0.123631,0.241002
20,1,1,1,3,0,2,2,0.629108,0.503912,0.342723,0.500782,0.84507
20,1,2,1,2,0,1,1,0.100156,0.931142,0.086072,0.117371,0.7277
20,1,3,1,2,0,2,2,0.14867,0.505477,0.317684,0.187793,0.535211
20,1,4,1,1,0,1,1,0.123631,0.507042,0.317684,0.134585,0.486698
20,1,5,1,1,0,2,2,0.431925,0.655712,0.342723,0.408451,0.568075
20,1,6,1,2,1,1,1,0.089202,0.924883,0.117371,0.079812,0.406886
20,1,7,1,2,1,2,2,0.078247,0.744914,0.245696,0.101721,0.089202
20,1,8,1,3,0,3,3,0.657277,0.363067,0.236307,0.658842,0.885759
20,1,9,1,3,0,4,4,0.588419,0.408451,0.251956,0.442879,0.901408
20,1,10,1,2,0,3,3,0.496088,0.502347,0.760563,0.107981,0.14241
20,1,11,1,2,0,4,4,0.502347,0.492958,0.128326,0.503912,0.816901
20,1,12,1,1,0,3,3,0.496088,0.494523,0.323944,0.378717,0.915493
20,1,13,1,1,0,4,4,0.602504,0.322379,0.256651,0.613459,0.395931
20,1,14,1,2,1,3,3,0.076682,0.707355,0.126761,0.073552,0.253521
20,1,15,1,2,1,4,4,0.2723,0.652582,0.605634,0.161189,0.198748
20,1,16,1,3,0,1,1,0.056338,0.485133,0.500782,0.134585,0.215962
20,1,17,1,3,0,2,2,0.054773,0.710485,0.503912,0.062598,0.43975
20,1,18,1,2,0,1,1,0.143975,0.784038,0.183099,0.14241,0.600939
20,1,19,1,2,0,2,2,0.158059,0.644757,0.300469,0.045383,0.568075
20,1,20,1,2,1,2,2,0.118936,0.507042,0.497653,0.112676,0.901408
20,1,21,1,3,0,3,3,0.181534,0.818466,0.43662,0.384977,0.635368
20,1,22,1,2,0,3,3,0.106416,0.499218,0.840376,0.134585,0.915493
20,1,23,1,2,1,3,3,0.331768,0.517997,0.636933,0.082942,0.492958
20,1,24,1,3,0,4,4,0.524257,0.943662,0.608764,0.040689,0.882629
20,1,25,1,2,0,4,4,0.500782,0.896714,0.881064,0.057903,0.885759
20,1,26,1,1,0,3,3,0.219092,0.932707,0.397496,0.115806,0.636933
20,1,27,1,1,0,4,4,0.065728,0.915493,0.887324,0.078247,0.691706
20,1,28,1,2,1,4,4,0.223787,0.898279,0.190923,0.153365,0.453834
20,1,29,1,3,0,3,3,0.507042,0.561815,0.865415,0.183099,0.835681
20,1,30,1,3,0,4,4,0.553991,0.492958,0.752739,0.507042,0.882629
20,1,31,1,3,0,5,5,0.849765,0.746479,0.122066,0.350548,0.793427
20,1,32,1,2,0,3,3,0.093897,0.923318,0.86698,0.090767,0.744914
20,1,33,1,2,0,4,4,0.13928,0.85446,0.674491,0.059468,0.599374
20,1,34,1,2,0,5,5,0,0.959311,0.938967,0,0.757433
20,1,35,1,1,0,3,3,0.114241,0.873239,0.735524,0.111111,0.807512
20,1,36,1,1,0,4,4,0.001565,0.624413,0.618153,0,0.85759
20,1,37,1,1,0,5,5,0.050078,0.984351,0.970266,0.031299,0.812207
20,1,38,1,2,1,3,3,0.14554,0.86072,0.604069,0.025039,0.615023
20,1,39,1,2,1,4,4,0,0.496088,0.865415,0,1
20,1,40,1,3,0,4,4,0.500782,0.635368,0.929577,0.134585,0.829421
20,1,41,1,2,0,4,4,0.100156,0.738654,0.829421,0.104851,0.402191
20,1,42,1,1,0,4,4,0.051643,0.956182,0.859155,0.043818,0.743349
20,1,43,1,2,1,4,4,0.115806,0.743349,0.84507,0.107981,0.619718
20,1,44,1,3,0,5,5,0.874804,0.707355,0.928012,0.186228,0.716745
20,1,45,1,3,0,6,6,0.095462,0.995305,0.907668,0.028169,0.021909
20,1,46,1,2,0,5,5,0.85446,0.740219,1,0.126761,0.928012
20,1,47,1,2,0,6,6,0.050078,0.985915,0.943662,0.028169,0.020344
20,1,48,1,1,0,5,5,0.636933,0.685446,0.899844,0.319249,0.865415
20,1,49,1,1,0,6,6,0.109546,0.99374,0.937402,0.051643,0.253521
20,1,50,1,2,1,5,5,0.214397,0.912363,0.843506,0.209703,0.596244
20,1,51,2,2,0,1,1,0.220657,0.937402,0.668232,0.179969,0.29421
20,1,52,2,2,0,2,2,0.051643,0.874804,0.636933,0.100156,0.040689
20,1,53,2,2,0,3,3,0.502347,0.507042,0.505477,0.065728,0.089202
20,1,54,2,2,0,4,4,0.668232,0.372457,0.298905,0.615023,0.4241
20,1,55,2,2,1,2,2,0.13928,0.943662,0.821596,0.035994,0.302034
20,1,56,2,2,1,3,3,0.065728,0.743349,0.801252,0.123631,0.344288
20,1,57,2,2,1,4,4,0.114241,0.757433,0.884194,0.12989,0.517997
20,1,58,2,2,0,2,2,0.051643,0.942097,0.632238,0.078247,0.741784
20,1,59,2,2,0,3,3,0.333333,0.428795,0.431925,0.386541,0.466354
20,1,60,2,2,0,4,4,0.613459,0.400626,0.43662,0.589984,0.86385
20,1,61,2,2,0,5,5,0.632238,0.507042,0.615023,0.413146,0.697966
20,1,62,2,2,0,6,6,0.070423,0.953052,0.682316,0.050078,0.057903
20,1,63,2,2,1,3,3,0.331768,0.517997,0.276995,0.076682,0.729264
20,1,64,2,2,1,4,4,0.269171,0.948357,0.752739,0.118936,0.4241
20,1,65,2,2,1,5,5,0.028169,0.615023,0.755869,0.025039,0.899844
20,1,66,2,2,0,4,4,0.059468,0.937402,0.838811,0,0.561815
20,1,67,2,2,0,5,5,0.103286,0.909233,0.917058,0.120501,0.342723
20,1,68,2,2,1,4,4,0.065728,0.696401,0.635368,0.046948,0.536776
20,1,69,2,2,1,5,5,0.106416,0.940532,0.701095,0.107981,0.120501
20,1,70,2,2,0,4,4,0.363067,0.497653,0.600939,0.064163,0.250391
20,1,71,2,2,0,5,5,0.208138,0.71831,0.804382,0.134585,0.251956
20,1,72,2,2,1,4,4,0.073552,0.713615,0.671362,0.103286,0.179969
20,1,73,2,2,1,5,5,0,0.773083,0.500782,0.076682,0.14241
20,1,74,2,2,0,4,4,0.406886,0.802817,0.305164,0.676056,0.906103
20,1,75,2,2,1,4,4,0.835681,0.898279,0.799687,0.810642,0.929577
20,1,76,2,2,0,5,5,0.510172,0.118936,0.247261,0.618153,1
20,1,77,2,2,0,6,6,0.117371,0.895149,0.192488,0.425665,0.887324
20,1,78,2,2,1,5,5,0.796557,0.895149,0.895149,0.647887,0.924883
20,1,79,2,2,1,6,6,0.233177,0.962441,0.887324,0.046948,0.852895
20,1,80,2,2,0,7,6,0.118936,0.931142,0.887324,0.089202,0.70579
20,1,81,3,1,0,1,1,0.090767,0.882629,0.325509,0.126761,0.13302
20,1,82,3,1,0,2,2,0.794992,0.283255,0.406886,0.7277,0.882629
20,1,83,3,1,0,3,3,0.821596,0.178404,0.323944,0.910798,0.959311
20,1,84,3,1,0,4,4,0.793427,0.189358,0.815336,0.672926,0.56025
20,1,85,3,1,0,5,5,0.852895,0.776213,0.934272,0.835681,0.884194
20,1,86,3,1,0,6,6,0.502347,0.635368,0.788732,0.256651,0.356808
20,1,87,3,1,0,7,6,0.089202,0.915493,0.85446,0.143975,0.338028
20,1,88,3,2,0,2,2,0.112676,0.876369,0.492958,0.441315,0.965571
20,1,89,3,1,1,2,2,0.837246,0.245696,0.261346,0.901408,0.981221
20,1,90,3,2,0,3,3,0.312989,0.835681,0.740219,0.668232,1
20,1,91,3,2,0,4,4,0.403756,0.780908,0.862285,0.794992,0.945227
20,1,92,3,2,1,3,3,0.107981,0.887324,0.926448,0.683881,0.974961
20,1,93,3,2,1,4,4,0.406886,0.970266,0.776213,0.751174,1
20,1,94,3,1,1,3,3,0.622848,0.597809,0.773083,0.56964,0.979656
20,1,95,3,1,1,4,4,0.156495,0.938967,0.787167,0.652582,1
20,1,96,3,2,0,5,5,0.111111,0.924883,0.660407,0.125196,0.892019
20,1,97,3,2,1,5,5,0.386541,0.946792,0.679186,0.125196,0.951487
20,1,98,3,1,1,5,5,0.757433,0.85446,0.896714,0.510172,0.680751
20,1,99,3,2,0,6,6,0.104851,0.948357,0.729264,0.078247,0.813772
20,1,100,3,2,0,7,6,0,1,1,0,0.777778
20,1,101,3,2,1,6,6,0.134585,0.974961,0.940532,0.078247,0.879499
20,1,102,3,2,1,7,6,0.071987,0.951487,0.913928,0.090767,0.647887
20,1,103,3,1,1,6,6,0.078247,0.928013,0.834116,0.226917,0.799687
20,1,104,4,3,0,2,2,0.098592,0.929577,0.679186,0.624413,0.841941
20,1,105,4,3,0,3,3,0.170579,0.654147,0.325509,0.716745,0.813772
20,1,106,4,2,0,2,2,0.023474,0.879499,0.507042,0.511737,0.849765
20,1,107,4,2,0,3,3,0.295775,0.757433,0.319249,0.605634,0.594679
20,1,108,4,1,0,2,2,0.112676,0.874804,0.305164,0.766823,0.693271
20,1,109,4,1,0,3,3,0.237872,0.884194,0.873239,0.104851,0.492958
20,1,110,4,1,0,3,3,0.120501,0.241002,0.226917,0.15493,0.222222
20,1,111,4,1,0,4,4,0.309859,0.492958,0.593114,0.032864,0.028169
20,1,112,4,1,0,5,5,0.220657,0.815336,0.820031,0.255086,0.322379
20,1,113,4,2,0,3,3,0.499218,0.85759,1,0.112676,0.760563
20,1,114,4,2,0,4,4,0.507042,0.485133,0.871674,0.320814,0.347418
20,1,115,4,2,0,5,5,0.27856,0.809077,0.823161,0.037559,0.081377
20,1,116,4,3,0,3,3,0.13928,0.644757,0.758998,0.383412,0.411581
20,1,117,4,3,0,4,4,0.078247,0.674491,0.668232,0.021909,0.051643
20,1,118,4,3,0,5,5,0.500782,0.499218,0.810642,0.112676,0.183099
20,1,119,4,5,0,3,3,0.134585,0.884194,0.507042,0.134585,0.128326
20,1,120,4,5,0,4,4,0.035994,0.898279,0.098592,0.073552,0.059468
20,1,121,4,2,0,3,3,0.064163,0.932707,0.615023,0.067293,0.034429
20,1,122,4,2,0,4,4,0.280125,0.846635,0.701095,0.089202,0.161189
20,1,123,4,2,0,5,5,0.270736,0.483568,0.699531,0.192488,0.391236
20,1,124,4,2,0,6,6,0.107981,0.940532,0.7277,0.071987,0.098592
20,1,125,4,2,0,7,6,0.071987,0.960876,0.893584,0.042254,0.046948
20,1,127,4,3,0,6,6,0.729264,0.339593,0.85133,0.203443,0.286385
20,1,128,4,3,0,7,6,0.505477,0.593114,0.489828,0.084507,0.422535
20,1,129,4,2,0,6,6,0.488263,0.771518,0.682316,0.156495,0.28795
20,1,130,4,2,0,7,6,0.859155,0.43662,0.879499,0.239437,0.597809
20,1,131,4,2,0,5,5,0.699531,0.370892,0.505477,0.613459,0.474178
20,1,132,4,2,0,6,6,0.641628,0.314554,0.72144,0.593114,0.372457
20,1,133,4,3,0,4,4,0.729264,0.492958,0.821596,0.241002,0.245696
20,1,134,4,3,0,5,5,0.605634,0.507042,0.486698,0.064163,0.071987
20,1,135,4,3,0,6,6,1,0.244131,0.995305,0.774648,0.862285
20,1,136,4,3,0,6,6,0.758998,0.458529,0.942097,0.153365,0.280125
20,1,137,4,3,0,7,6,0.868545,0.497653,1,0.755869,0.758998
21,0,0,1,3,0,1,1,0.112676,0.898279,0.120501,0.474178,0.743349
21,0,1,1,3,0,2,2,0.29421,0.503912,0.147105,0.657277,0.749609
21,0,2,1,2,0,1,1,0.115806,0.460094,0.114241,0.615023,0.14241
21,0,3,1,2,0,2,2,0.259781,0.258216,0.037559,0.270736,0.507042
21,0,4,1,1,0,1,1,0.075117,0.486698,0.043818,0.392801,0.682316
21,0,5,1,1,0,2,2,0.084507,0.183099,0.064163,0.658842,0.665102
21,0,6,1,2,1,1,1,0.054773,0.15493,0.14867,0.173709,0.757433
21,0,7,1,2,1,2,2,0.179969,0.485133,0.067293,0.308294,0.597809
21,0,8,1,3,0,3,3,0.452269,0.264476,0.14241,0.550861,0.203443
21,0,9,1,3,0,4,4,0.621283,0.126761,0.29734,0.610329,0.158059
21,0,10,1,2,0,3,3,0.663537,0.231612,0.226917,0.743349,0.87011
21,0,11,1,2,0,4,4,0.514867,0.305164,0.237872,0.134585,0.048513
21,0,12,1,1,0,3,3,0.516432,0.13302,0.161189,0.729264,0.14241
21,0,13,1,1,0,4,4,0.522692,0.244131,0.211268,0.431925,0.106416
21,0,14,1,2,1,3,3,0.126761,0.507042,0.125196,0.134585,0.161189
21,0,15,1,2,1,4,4,0.751174,0.671362,0.507042,0.14867,0.134585
21,0,16,1,3,0,1,1,0.086072,0.887324,0.109546,0.120501,0.067293
21,0,17,1,3,0,2,2,0.27543,0.147105,0.128326,0.726135,0.758998
21,0,18,1,2,0,1,1,0.101721,0.489828,0.067293,0.28482,0.061033
21,0,19,1,2,0,2,2,0.264476,0.233177,0.056338,0.511737,0.732394
21,0,20,1,2,1,2,2,0.112676,0.184664,0.071987,0.524257,0.594679
